resource_id,name,agency,description,contact,n_downloads,category,percent_datatypes,percent_descriptions
sp4a-vevi,COVID-19 Free Meals Locations,Department of Education (DOE),"Our present Grab and Go meal program which provides free meals to NYC residents is anticipated to expire on the First Day Of School, September 10th 2020.  

The New York City Department of Education is committed to making three free meals available daily for any New Yorker. Any New Yorker who wants one can get three free meals a day at more than 400 Meal Hubs across the city.
Meals can be picked up at all Meal Hubs 7:30 am to 1:30 pm, Monday through Friday
Meals Hubs will operate for children and families from 7:30 am to 11:30 am, and for adults from 11:30 am to 1:30 pm",,1271,Education,1.0,0.0
36hn-wea6,DYCD after-school programs: OSY Out Of School Youth Employment Programs,Department of Youth and Community Development (DYCD),"Facilities in New York City, by agency and site, that offer “Out-Of -School Youth Employment (OSY) Program” after-school  job and internship programs for young adults ages 16 to 21.",,2844,Education,1.0,0.0
cp6j-7bjj,Fee Charges,Department of Housing Preservation and Development (HPD),Contains information about fees assessed against properties by HPD pursuant to the Housing Maintenance Code.,,32764,Housing & Development,1.0,0.7037037037037037
p2wf-m8zt,Tobacco Retail Dealer and Electronic Cigarette Retail Dealer Caps by Community District,Department of Consumer and Worker Protection (DCWP),"This dataset shows the maximum number (cap) of Tobacco Retail Dealer licenses (TRD) and Electronic Cigarette Retail Dealer licenses (ECD) allowed in each Community District, as well as the current number of active Tobacco Retail Dealer and Electronic Cigarette Retail Dealer licenses and, where the number of active licenses is less than the cap, the number of licenses that are available.",,244,Business,1.0,0.9
kevu-8hby,"Property Valuation and Assessment data Tax Classes 2,3,4",Department of Finance (DOF),"Real Estate Assessment Property data.

Data represent NYC properties assesments for purpose to calculate Property Tax, Grant eligibale properties Exemptions and/or Abatements. Data collected and entered into the system by various City employee, like Property Assessors, Property Exemption specialists, ACRIS reporting, Department of Building reporting, etc..",,796,City Government,1.0,0.0
7mxj-7a6y,Parking Violations Issued - Fiscal Year 2022,Department of Finance (DOF),"Parking Violations Issuance datasets contain violations issued during the respective fiscal year.  The Issuance datasets are not updated to reflect violation status, the information only represents the violation(s) at the time they are issued. Since appearing on an issuance dataset, a violation may have been paid, dismissed via a hearing, statutorily expired, or had other changes to its status. To see the current status of outstanding parking violations, please look at the Open Parking & Camera Violations dataset.

• Parking Violations Issued Fiscal Year 2023 can be found here
Parking Violations Issued Fiscal Year 2021 can be found here
• Parking Violations Issued Fiscal Year 2020 can be found here
• Parking Violations Issued Fiscal Year 2019 can be found here
• Parking Violations Issued Fiscal Year 2018 can be found here
• Parking Violations Issued Fiscal Year 2017 can be found here
• Parking Violations Issued Fiscal Year 2016 can be found here
• Parking Violations Issued Fiscal Year 2015 can be found here
• Parking Violations Issued Fiscal Year 2014 can be found here",,576,City Government,1.0,0.0
ph7v-u5f3,Vision Zero Base Report,Taxi and Limousine Commission (TLC),The Vision Zero Base Reports are collections of facts and statistics about individual TLC-regulated for-hire vehicle (FHV) businesses produced to help passengers identify businesses with the best safety records and support the for-hire industry’s efforts to achieve the highest levels of safety and service. Find definitions for the metrics used and more information on the reports here - http://www.nyc.gov/html/tlc/html/industry/vision_zero_base_reports.shtml,,1717,Transportation,1.0,0.559322033898305
gfqj-f768,2018 Central Park Squirrel Census - Stories,Other,"The Squirrel Census (https://www.thesquirrelcensus.com/) is a multimedia science, design, and storytelling project focusing on the Eastern gray (Sciurus carolinensis). They count squirrels and present their findings to the public. 

This table contains stories, observations, and notes written on tally sheets by Squirrel Sighters during the Census. Individual stories have been tagged with common story themes, such as “squirrel experience,” “park experience,” “dogs,” “other animals,” “accidental poems,” and “squirrels acting odd.”",,890,Environment,1.0,1.0
q5x3-7piv,DYCD after-school-programs: SYEP Summer Youth Employment Programs,Department of Youth and Community Development (DYCD),"Facilities in New York City, by agency and site, that offer “Summer Youth Employment (SYEP) Program” after-school  job and internship programs for children ages 14 to 24 - the Department of Youth and Community Development (DYCD).",,3745,Education,1.0,0.0
mdht-5s6e,Local Law 37 - HPD Monthly Shelter Census Report,Mayor's Office of Operations (OPS),"The HPD Monthly Shelter Census Report provides summary/aggregate data (counts & average length of stay) on individuals and families that utilize HPD facilities by facility type and household type.

For DYCD Report please follow this link.
For DHS Report please follow  this link.
For HRA Report please follow  this link.",,978,Housing & Development,1.0,0.0
6bqn-qdwq,Citywide Mobility Survey - Person Survey 2019,Department of Transportation (DOT),"The Citywide Mobility Survey (CMS) is NYC DOT's annual travel survey to assess the travel behavior, preferences, and attitudes of NYC residents. It is composed of 5 linked data tables - this one is the 2019 CMS Person Survey.",,754,Transportation,1.0,0.0
fgqh-vfzz,Routes by Transportation Sites,Department of Education (DOE),"This dataset allows users to link the information in the Route dataset to the information in the Transportation Site dataset. 
Please note that because OPT does not design routes for Pre-K service, those routes are not included in this dataset.",,1281,Transportation,1.0,1.0
k5us-nav4,Free Residential at-the-tap Lead and Copper Data,Department of Environmental Protection (DEP),At-the-tap samples tested for lead and copper,,1028,Environment,1.0,1.0
